precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL ȘERBENI",278,"BEICA DE JOS",115708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:02",251,243,0,5,3,163,155,0,5,3,150,13,278,115,10,30,99,1,1,9
28,MUREŞ,"CĂMINUL CULTURAL SÂNMIHAI DE PĂDURE",277,"BEICA DE JOS",115708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:02:58",189,178,0,6,5,112,101,0,6,5,106,6,200,88,5,62,34,1,1,3
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BEICA DE SUS",274,"BEICA DE JOS",115708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:32",230,221,0,5,4,91,82,0,5,4,82,9,250,159,21,9,50,1,1,0
28,MUREŞ,"ȘCOALA PRIMARĂ BEICA DE JOS",273,"BEICA DE JOS",115708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:24",702,696,0,2,4,337,331,0,2,4,289,48,760,423,27,15,137,51,55,4
28,MUREŞ,"ȘCOALA PRIMARĂ CĂCUCIU",275,"BEICA DE JOS",115708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:57",124,116,0,4,4,79,71,0,4,4,71,6,135,56,7,3,58,1,2,0
28,MUREŞ,"ȘCOALA PRIMARĂ NADĂȘA",276,"BEICA DE JOS",115708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:37",179,174,0,4,1,101,96,0,4,1,93,8,195,94,2,5,67,1,0,18
