precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMINUL CULTURAL CROCNA",257,DIECI,10701,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:03",312,272,0,15,25,246,206,0,15,25,241,5,320,74,2,25,46,101,59,4,3,1
2,ARAD,"CĂMINUL CULTURAL DIECI",256,DIECI,10701,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:12",650,585,1,16,48,494,429,1,16,48,478,14,640,148,2,57,12,238,73,26,29,41
2,ARAD,"CĂMINUL CULTURAL REVETIŞ",258,DIECI,10701,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:49:16",307,270,0,15,22,209,172,0,15,22,195,14,290,41,2,22,14,95,45,8,2,7
2,ARAD,"CĂMINUL CULTURAL ROŞIA",259,DIECI,10701,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:15:45",53,35,0,18,0,41,23,0,18,0,41,0,58,17,0,2,0,29,5,2,0,3
