precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONESCU DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPESCU AURICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GAŞPĂR GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","BUZĂRIN ION-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"CĂMINUL CULTURAL BRĂDET",250,MĂTĂSARI,80846,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:34:39",678,650,0,11,17,455,427,0,11,17,446,9,700,245,64,17,135,230
20,GORJ,"CLUBUL PENSIONARILOR",249,MĂTĂSARI,80846,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:48:46",503,480,1,11,11,297,275,0,11,11,286,7,595,200,57,18,157,54
20,GORJ,"GRĂDINIŢA MĂTĂSARI",247,MĂTĂSARI,80846,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:43",1007,991,2,9,5,430,416,0,9,5,420,10,1100,670,100,15,213,92
20,GORJ,"GRĂDINIŢA MĂTĂSARI",248,MĂTĂSARI,80846,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:11:51",1497,1478,0,16,3,639,620,0,16,3,612,27,1600,961,141,66,264,141
20,GORJ,"ŞCOALA PRIMARĂ CROICI",251,MĂTĂSARI,80846,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:21",263,249,0,5,9,151,137,0,5,9,147,4,300,149,10,5,109,23
