precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRETORIAN CRISTIAN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIŢĂ CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","TODIRICĂ MIREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ION TUDOREL-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SABĂU FLORIN-DUMITRU-FORȚA DREPTEI-voturi","NICULAE NICUŞOR-ROBERT-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
25,ILFOV,"CLĂDIRE POLICLINICĂ",136,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:58:46",1047,1032,5,8,2,567,557,0,8,2,560,7,1100,524,403,63,21,36,15,22
25,ILFOV,"GRĂDINIŢA NR.3 DUMBRĂVENI",141,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 18:33:17",1071,1055,3,13,0,647,634,0,13,0,619,28,1200,553,328,125,26,49,80,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:39",1024,1014,1,6,3,581,572,0,6,3,564,17,1100,519,422,55,30,23,17,17
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:58:06",1272,1251,10,5,6,704,692,1,5,6,693,11,1400,696,524,56,34,32,22,25
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 19:13:32",1313,1296,11,4,2,682,675,1,4,2,669,13,1459,764,468,71,49,28,31,22
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 19:45:33",1567,1550,12,5,0,892,885,2,5,0,874,18,1700,808,521,181,27,76,47,22
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:30:33",1037,1037,0,0,0,552,552,0,0,0,547,5,1100,548,426,16,31,44,15,15
