precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MICULAICIUC IOAN-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","FAUR LAURENŢIU-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","LUCACI PAUL-FABIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IGNIŞCA EMILIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
2,ARAD,"CĂMINUL CULTURAL ARĂNEAG",395,TÂRNOVA,12509,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:16:47",391,346,1,33,11,274,230,0,33,11,269,5,380,106,2,149,3,115
2,ARAD,"CĂMINUL CULTURAL CHIER",396,TÂRNOVA,12509,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:14",1017,955,1,43,18,583,522,0,43,18,574,9,1055,472,16,123,46,389
2,ARAD,"CĂMINUL CULTURAL DRAUŢ",397,TÂRNOVA,12509,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:14",736,647,3,51,35,535,448,1,51,35,511,24,710,175,7,192,0,312
2,ARAD,"CĂMINUL CULTURAL DUD",398,TÂRNOVA,12509,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:16",582,548,0,21,13,388,354,0,21,13,371,17,602,214,21,112,14,224
2,ARAD,"ȘCOALA GIMNAZIALĂ AGRIŞU MARE",394,TÂRNOVA,12509,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:16:20",981,939,1,13,28,665,624,0,13,28,660,5,1030,365,4,266,6,384
2,ARAD,"ȘCOALA GIMNAZIALĂ TÂRNOVA",393,TÂRNOVA,12509,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:25:59",1559,1445,5,69,40,1002,892,1,69,40,981,21,1606,604,61,181,13,726
