precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TICĂ ION-voturi","FICA ELENA-voturi"
3,ARGEŞ,"CĂMIN CULTURAL DRĂGHICI",388,MIHĂEŞTI,17254,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:42",839,834,1,3,1,523,518,1,3,1,498,25,920,397,308,71,8,88,19,4
3,ARGEŞ,"CĂMIN CULTURAL VĂCAREA",391,MIHĂEŞTI,17254,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:38",433,423,0,7,3,321,311,0,7,3,318,3,472,151,130,115,8,12,50,3
3,ARGEŞ,"CĂMIN CULTURAL VALEA-POPII",390,MIHĂEŞTI,17254,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:29:54",762,752,2,8,0,532,523,1,8,0,523,9,835,303,310,134,13,30,33,3
3,ARGEŞ,"CAMINUL CULTURAL FURNICOSI",389,MIHĂEŞTI,17254,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:58:07",745,743,0,2,0,468,466,0,2,0,417,51,819,351,198,52,11,32,17,107
3,ARGEŞ,"CĂMINUL CULTURAL MIHĂEȘTI",387,MIHĂEŞTI,17254,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:56:14",2052,2040,0,12,0,1185,1173,0,12,0,1070,115,2251,1066,456,386,67,76,24,61
