precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
11,CARAŞ-SEVERIN,"CASA PAROHIALĂ",341,"TICVANIU MARE",54305,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:40:34",322,289,0,24,9,202,169,0,24,9,185,17,321,119,12,72,10,24,0,13,6,9,0,1,37,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CÂRNECEA",340,"TICVANIU MARE",54305,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:35:07",280,261,0,8,11,168,149,0,8,11,163,5,286,118,38,35,15,8,14,24,3,8,0,16,1,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ TICVANIU MIC",342,"TICVANIU MARE",54305,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:59",272,262,0,7,3,166,156,0,7,3,158,8,274,108,11,55,16,16,9,3,2,3,34,1,8,0
11,CARAŞ-SEVERIN,"SEDIUL FOSTEI PRIMĂRII TICVANIU MARE",339,"TICVANIU MARE",54305,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 20:11:29",730,709,0,12,9,340,319,0,12,9,291,49,777,437,6,73,43,98,4,7,10,15,5,6,6,18
