precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
30,OLT,"CAMIN CULTURAL STUDINA",322,STUDINA,129184,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:52",1243,1170,1,24,48,801,728,1,24,48,784,17,1340,539,153,591,30,10
30,OLT,"CAMIN CULTURAL STUDINIȚA",323,STUDINA,129184,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:00",910,872,0,11,27,544,506,0,11,27,516,28,983,439,38,389,39,50
