precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARABÁSI OTTO-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CLĂDIREA BAZEI SPORTIVE ISLA",421,HODOŞA,117505,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:44:24",213,213,0,0,0,115,115,0,0,0,108,7,235,120,108
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”PETREȘ KÁLMÁN „ SÎMBRIAȘ",422,HODOŞA,117505,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:23",485,457,1,0,27,266,239,0,0,27,258,8,617,351,258
28,MUREŞ,"ȘCOALA PRIMARĂ HODOȘA",419,HODOŞA,117505,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:38:05",179,176,1,0,2,128,126,0,0,2,120,8,200,72,120
28,MUREŞ,"ȘCOALA PRIMARĂ IHOD",420,HODOŞA,117505,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:30:44",102,97,0,2,3,65,60,0,2,3,65,0,110,45,65
