precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PODGOREANU MĂDĂLIN-NICU-voturi"
10,BUZĂU,"CĂMIN CULTURAL CU BIBLIOTECĂ",236,GHERĂSENI,46803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:18",1437,1411,0,4,22,881,855,0,4,22,847,34,1602,721,578,97,33,62,77
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:38",795,785,0,7,3,493,483,0,7,3,468,25,860,367,348,37,4,46,33
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:41",407,399,0,2,6,225,217,0,2,6,212,13,440,215,165,16,5,15,11
