precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRĂŢILOIU EDUARD-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANGHELESCU TEODORA-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂDOIU IONAŞ-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"GRĂDINIŢA MĂGURA",144,BEZDEAD,66330,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:32",806,791,0,8,7,408,393,0,8,7,401,7,880,472,9,359,33
16,DÂMBOVIŢA,"GRĂDINIȚA NR. 2 BEZDEAD",143,BEZDEAD,66330,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:22:49",1316,1305,1,3,7,690,680,0,3,7,683,7,1450,760,21,519,143
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”GRIGORE RĂDULESCU” BEZDEAD",142,BEZDEAD,66330,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:51",1433,1411,0,2,20,785,763,0,2,20,771,14,1578,793,12,697,62
