precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","CIOBAN GEORGE-CĂTĂLIN-voturi"
28,MUREŞ,"CĂMINUL CULTURAL NAZNA",503,"SÂNCRAIU DE MUREŞ",114382,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:04:23",1316,1307,3,5,1,729,723,0,5,1,709,20,1430,701,108,62,64,432,28,3,12
28,MUREŞ,"CĂMINUL CULTURAL SÎNCRAIU DE MUREŞ",499,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:33:55",1417,1399,7,7,4,808,796,1,7,4,795,13,1540,732,74,43,237,363,36,7,35
28,MUREŞ,"PRIMĂRIA SÎNCRAIU DE MUREŞ",500,"SÂNCRAIU DE MUREŞ",114382,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:00",1543,1523,5,12,3,871,856,0,12,3,857,14,1690,819,115,72,163,458,39,6,4
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NAZNA",504,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:58",1233,1218,5,10,0,764,753,1,10,0,747,17,1350,586,100,89,24,491,26,4,13
28,MUREŞ,"ȘCOALA GIMNAZIALĂ SÂNCRAIU DE MUREȘ",502,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:19:31",1739,1730,3,5,1,949,942,1,5,1,924,25,1930,981,96,70,266,432,36,11,13
28,MUREŞ,"ȘCOALA GIMNAZIALĂ SÂNCRAIU DE MUREȘ",501,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:14",1431,1427,1,3,0,613,610,0,3,0,584,29,1590,977,101,32,203,210,23,9,6
