precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"SALA DE SPORT(ȘCOALA GENERALĂ NR. 1)",494,ŢIŢEŞTI,19338,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:42:54",1283,1271,1,5,6,790,779,0,5,6,765,25,1406,616,87,429,46,203
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV ȚIȚEȘTI",495,ŢIŢEŞTI,19338,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:18",1000,996,0,4,0,574,570,0,4,0,553,21,1100,526,28,413,11,101
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV VALEA MĂNĂSTIRII",496,ŢIŢEŞTI,19338,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:00",808,805,0,3,0,380,380,0,0,0,362,18,900,520,12,317,2,31
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV VALEA STÂNII",497,ŢIŢEŞTI,19338,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:03",845,839,0,4,2,536,530,0,4,2,514,22,900,364,27,256,88,143
