precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICOLAŞ GHEORGHE-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BARBU VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","OPRIŞ MIHAI-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"BIBLIOTECA ORĂȘENEASCĂ ”ANA GEORGESCU”",85,"ORAŞ ODOBEŞTI",175019,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:18",1453,1437,4,4,8,758,746,0,4,8,737,21,1617,859,614,57,66
41,VRANCEA,"CENTRU PENTRU EDUCAȚIE TIMPURIE ”LUMEA COPIILOR”",89,"ORAŞ ODOBEŞTI",175019,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:46:02",779,769,0,8,2,470,460,0,8,2,466,4,863,393,429,20,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 (STRUCTURA CARAGEA)",88,"ORAŞ ODOBEŞTI",175019,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:48",914,899,0,13,2,458,443,0,13,2,440,18,1000,542,352,34,54
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 (STRUCTURA UNIREA)",90,"ORAŞ ODOBEŞTI",175019,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:48",1622,1611,1,6,4,727,717,0,6,4,694,33,1786,1059,590,55,49
41,VRANCEA,"LICEUL DE AGRICULTURĂ ȘI INDUSTRIE ALIMENTARĂ",87,"ORAŞ ODOBEŞTI",175019,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:33",1576,1559,3,1,13,844,831,1,1,11,816,28,1744,900,685,48,83
41,VRANCEA,"LICEUL TEORETIC ”DUILIU ZAMFIRESCU” ODOBEȘTI",86,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:52:07",1561,1523,1,33,4,803,766,0,33,4,768,31,1682,878,613,88,67
