precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VASILCIOIU ANA-MARIA-ELENA-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHĂESCU VIRGIL-UNIUNEA SALVAȚI ROMÂNIA-voturi","VIŞAN IONEL-DRAGOŞ-PARTIDUL SOCIAL DEMOCRAT-voturi","VÎNĂTORU SORINEL-GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL COTMEANA",319,COTMEANA,15983,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:59",753,750,0,3,0,474,471,0,3,0,462,12,800,326,37,74,345,6
3,ARGEŞ,"CENTRUL INGRIJIRE COPII",321,COTMEANA,15983,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:58",420,417,0,2,1,263,260,0,2,1,255,8,473,210,2,152,92,9
3,ARGEŞ,"ŞCOALA LINTEŞTI",320,COTMEANA,15983,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:47",316,305,0,11,0,209,198,0,11,0,203,6,350,141,7,25,157,14
