precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CENTRU DE ORGANIZARE PENTRU INTEGRARE SI INFORMARE - C.O.P.I.I. PENTRU COMUNITATEA POIENILE",428,DAGÂŢA,96717,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:12:42",240,233,0,6,1,100,93,0,6,1,97,3,300,200,1,72,0,22,2
24,IAŞI,"SCOALA GENERALĂ MĂNĂSTIREA",426,DAGÂŢA,96717,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:49",853,843,0,0,10,398,388,0,0,10,371,27,900,502,22,191,14,141,3
24,IAŞI,"ȘCOALA GIMNAZIALĂ BĂLUȘEȘTI",424,DAGÂŢA,96717,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:39",152,146,0,6,0,91,85,0,6,0,88,3,200,109,2,42,0,43,1
24,IAŞI,"SCOALA PRIMARĂ BOATCA",425,DAGÂŢA,96717,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:25",214,210,0,4,0,117,113,0,4,0,115,2,300,183,1,83,0,31,0
24,IAŞI,"SCOALA PRIMARĂ PISCU RUSULUI-SEDIUL NOU",427,DAGÂŢA,96717,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:04",191,184,0,4,3,191,184,0,4,3,180,11,400,209,13,103,7,56,1
24,IAŞI,"SCOALA PRIMARĂ ZECE PRAJINI",429,DAGÂŢA,96717,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:07:13",389,384,0,5,0,191,186,0,5,0,155,34,400,211,8,67,66,14,0
24,IAŞI,"ȘCOALA PROFESIONALA DAGÎȚA - CORP NOU",423,DAGÂŢA,96717,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:51:54",1326,1301,0,3,22,715,690,0,3,22,676,14,1393,686,23,466,16,171,0
