precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VARTOLOMEI ION-PARTIDUL SOCIAL DEMOCRAT-voturi","TÎRNOVEANU PETRUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","NEACŞU DECEBAL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"CĂMINUL CULTURAL MUNTENII DE SUS",386,"MUNTENII DE SUS",167302,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:33",1195,1190,0,4,1,447,442,0,4,1,435,12,1289,842,256,151,28
39,VASLUI,"SCOALA PRIMARA, SATU NOU",388,"MUNTENII DE SUS",167302,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:07",1090,1082,1,3,4,424,417,0,3,4,403,21,1200,776,204,146,53
39,VASLUI,"ŞCOALA PRIMARĂ, SATU-NOU",387,"MUNTENII DE SUS",167302,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:52",1161,1160,1,0,0,444,444,0,0,0,415,29,1300,856,216,151,48
