precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CĂMINUL CULTURAL STOENEŞTI",218,STOENEŞTI,105348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:05:39",936,818,0,79,39,696,578,0,79,39,674,22,900,204,179,439,25,31
19,GIURGIU,"GRĂDINIŢĂ CU PROGRAM NORMAL",219,STOENEŞTI,105348,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:59:17",375,295,0,55,25,326,246,0,55,25,314,9,355,32,22,268,6,18
19,GIURGIU,"ŞCOALA CU CLASELE I-IV IANCULEŞTI",220,STOENEŞTI,105348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:56",222,209,0,5,8,188,175,0,5,8,186,2,231,43,68,104,10,4
19,GIURGIU,"ŞCOALA CU CLASELE I-IV MIRĂU",221,STOENEŞTI,105348,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:26:09",143,117,0,22,4,109,87,0,18,4,97,9,129,21,19,20,1,57
