precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BÎRLA",183,MĂRIŞELU,33765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:03",269,266,0,2,1,197,194,0,2,1,189,8,300,103,117,55,1,12,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MĂRIŞELU",186,MĂRIŞELU,33765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:35",488,481,0,3,4,256,249,0,3,4,249,7,500,244,167,30,4,29,19
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOMNEŞTI",184,MĂRIŞELU,33765,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:06:41",757,749,4,4,0,424,420,0,4,0,407,17,796,372,293,23,3,51,37
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",187,MĂRIŞELU,33765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:52",366,361,0,4,1,218,213,0,4,1,213,5,399,181,134,26,4,8,41
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",185,MĂRIŞELU,33765,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:46:08",104,85,0,16,3,104,85,0,16,3,76,6,134,52,13,0,55,1,7
