precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","SZABÓ LÁSZLÓ-LEHEL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",610,TĂMĂŞEU,32153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:20:44",938,907,2,12,17,605,577,0,12,16,575,24,997,393,447,9,11,87,17,4
5,BIHOR,"CĂMINUL CULTURAL",611,TĂMĂŞEU,32153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:20:38",203,195,1,7,0,135,128,0,7,0,134,1,215,80,96,6,2,25,3,2
5,BIHOR,"CĂMINUL CULTURAL",613,TĂMĂŞEU,32153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:14:02",200,193,0,7,0,124,117,0,7,0,121,3,210,86,76,3,3,30,8,1
5,BIHOR,"ŞCOALA GENERALĂ",612,TĂMĂŞEU,32153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:20",408,399,0,6,3,257,248,0,6,3,226,31,438,181,107,79,18,15,6,1
