precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUCALAN BONO-PARTIDUL SOCIAL DEMOCRAT-voturi","NACOV ANTONIO-MATEI-UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA-voturi"
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ",383,"DUDEŞTII VECHI",156712,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:50",546,529,0,13,4,252,235,0,13,4,240,12,606,252,96,144
37,TIMIŞ,"CONSILIUL LOCAL DUDEŞTII VECHI",382,"DUDEŞTII VECHI",156712,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:38",1464,1439,2,8,15,853,830,0,8,15,834,19,1600,747,456,378
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:08:56",1591,1551,4,23,13,1023,987,0,23,13,979,41,1700,680,543,436
