precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PURCĂREANU MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","KIVA DORIN-DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","DINCĂ LAURENŢIU-MIHAIL-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA SCHEIU DE JOS",281,LUDEŞTI,67835,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:49:13",788,783,0,5,0,442,437,0,5,0,411,26,860,397,17,69,325
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TELEȘTI",283,LUDEŞTI,67835,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:01",1357,1352,1,3,1,764,760,0,3,1,752,12,1480,716,99,10,643
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ POTOCELU",280,LUDEŞTI,67835,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:48:04",1020,1015,1,4,0,484,480,0,4,0,450,34,1115,631,58,11,381
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ SCHEIU DE SUS",282,LUDEŞTI,67835,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:17",750,748,0,2,0,437,435,0,2,0,411,26,830,393,20,56,335
