precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HARPA DANIEL-VASILICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","LAZĂR GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","LAVRIC SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MELINTE LUCIA-ROMÂNIA SOCIALISTĂ-voturi","CUCU RALUCA-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","APOSTOL MARIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NEGURIŢĂ CLAUDIU-ŞTEFAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ BUHALNIŢA",306,HANGU,122953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:15",622,613,1,4,4,262,254,0,4,4,247,15,700,438,105,97,21,1,1,13,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",80,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:33",1685,1676,1,6,2,402,394,0,6,2,388,14,1800,1398,122,145,51,7,2,38,23
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",81,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:14",1370,1358,1,9,2,440,428,1,9,2,419,18,1500,1063,135,172,50,5,2,26,29
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",79,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:52",1553,1543,0,8,2,522,512,0,8,2,491,31,1700,1178,164,167,53,9,8,50,40
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”CALISTRAT HOGAȘ”",82,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:19",1249,1229,3,7,10,462,445,0,7,10,437,25,1400,938,154,179,42,9,8,24,21
29,NEAMŢ,"SCOALA GIMNAZIALA ”CARMEN SYLVA”",310,HORIA,120922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:49",1611,1602,2,2,5,675,667,1,2,5,638,37,1800,1125,184,169,126,5,5,101,48
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CAROL I”",90,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:22",1399,1394,0,3,2,650,645,0,3,2,605,45,1500,850,219,249,56,6,8,41,26
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CAROL I”",89,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:51",1525,1520,0,4,1,665,660,0,4,1,619,46,1700,1035,256,234,39,10,4,35,41
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ COMUNA BAHNA",158,BAHNA,121153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:13",453,421,0,1,31,281,249,0,1,31,262,19,500,219,132,91,20,1,0,13,5
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA FAUREI",275,FĂUREI,122613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:47",602,597,1,4,0,335,330,1,4,0,317,18,700,365,83,178,19,0,1,24,12
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",286,GHERĂEŞTI,122668,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:31",1430,1412,3,2,13,629,612,2,2,13,603,26,1600,971,134,267,25,6,4,150,17
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",284,GHERĂEŞTI,122668,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:23",1436,1426,0,0,10,637,627,0,0,10,622,15,1600,963,139,262,28,3,4,173,13
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",285,GHERĂEŞTI,122668,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:14",1338,1329,0,2,7,608,599,0,2,7,588,20,1500,892,139,247,23,5,3,156,15
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,COMUNA HANGU",304,HANGU,122953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:46",923,912,0,3,8,459,448,0,3,8,442,17,1000,541,191,142,31,2,3,60,13
29,NEAMŢ,"ŞCOALA GIMNAZIALA, COMUNA PASTRAVENI",340,PĂSTRĂVENI,123371,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:36",715,715,0,0,0,394,394,0,0,0,378,16,795,401,278,34,41,4,1,8,12
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ COMUNA PĂSTRĂVENI",341,PĂSTRĂVENI,123371,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:14",673,673,0,0,0,358,358,0,0,0,333,25,900,542,223,47,26,2,4,13,18
29,NEAMŢ,"SCOALA GIMNAZIALA,COMUNA PIATRA SOIMULUI",355,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:41",1563,1543,1,18,1,659,639,1,18,1,611,48,1700,1041,213,144,112,10,11,68,53
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",404,SAGNA,124153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:02",1542,1536,1,2,3,726,721,0,2,3,697,29,1700,974,195,372,51,6,7,44,22
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",403,SAGNA,124153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:22",1695,1686,1,2,6,761,753,0,2,6,731,30,1900,1139,161,446,37,10,5,40,32
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA STANITA",426,STĂNIŢA,124331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:43",347,341,1,2,3,147,142,0,2,3,140,7,400,253,53,49,25,0,0,10,3
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA TAMASENI",447,TĂMĂŞENI,124634,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:45",1451,1444,2,5,0,485,480,0,5,0,454,31,1600,1115,47,201,31,7,4,148,16
29,NEAMŢ,"ŞCOALA GIMNAZIALA COMUNA VALENI",479,VĂLENI,125123,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:59",599,584,0,2,13,358,343,0,2,13,348,10,700,342,173,161,9,0,0,5,0
29,NEAMŢ,"ŞCOALA GIMNAZIALA ”CONSTANTIN ROMANESCU” DREPTU",374,"POIANA TEIULUI",123790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:05",929,919,0,6,4,507,497,0,6,4,491,16,1000,493,199,166,88,1,1,9,27
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”COSTACHE NEGRI” - LOCAL NOU",110,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:50",915,906,2,7,0,354,347,0,7,0,341,13,1000,645,105,134,31,7,4,44,16
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”COSTACHE NEGRI” - LOCAL NOU",111,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:12",1385,1375,0,9,1,595,585,0,9,1,512,55,1500,933,194,198,66,4,12,1,37
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ DAVIDENI",466,ŢIBUCANI,124803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:40",749,727,1,8,13,387,366,0,8,13,358,29,800,413,205,99,23,3,0,5,23
29,NEAMŢ,"SCOALA GIMNAZIALĂ DOMNEASCĂ ”GRIGORE GHICA VODĂ”",137,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:47",1613,1604,2,7,0,777,770,0,7,0,757,20,1784,1007,399,179,60,9,15,68,27
29,NEAMŢ,"SCOALA GIMNAZIALA DR. EMANUIEL RIGLER",432,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:39",667,667,0,0,0,360,360,0,0,0,343,17,700,340,96,158,21,5,2,40,21
29,NEAMŢ,"SCOALA GIMNAZIALA DR. EMANUIEL RIGLER",433,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:07",679,674,0,2,3,351,346,0,2,3,327,24,700,349,92,137,26,3,2,48,19
29,NEAMŢ,"SCOALA GIMNAZIALA ”DUMITRU ALMAS” NEGRESTI",333,NEGREŞTI,125169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:58",1140,1096,1,18,25,645,602,0,18,25,609,36,1200,555,272,140,88,5,5,89,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA”",47,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:41",1304,1301,0,3,0,569,566,0,3,0,533,36,1400,831,188,171,52,6,12,77,27
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA”",46,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:15",1339,1325,5,9,0,579,565,5,9,0,542,24,1500,934,175,172,55,17,17,80,26
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",281,GÂRCINA,122828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:34",1119,1100,2,9,8,577,558,2,9,8,553,24,1200,599,283,138,51,1,9,17,54
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",283,GÂRCINA,122828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:08",1060,1042,0,5,13,511,493,0,5,13,474,37,1200,689,231,165,27,1,2,8,40
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”, CORP A",280,GÂRCINA,122828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:26",1204,1181,2,20,1,672,650,1,20,1,635,37,1300,628,316,201,44,6,7,26,35
29,NEAMŢ,"SCOALA GIMNAZIALA FUNDATURA",470,URECHENI,124849,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:21",580,542,0,15,23,297,259,0,15,23,291,6,600,303,211,59,5,0,0,12,4
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 1)",278,GÂDINŢI,125150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:30",977,972,0,0,5,450,445,0,0,5,431,19,1100,650,188,171,48,1,0,6,17
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 2)",279,GÂDINŢI,125150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:10",1066,1057,0,4,5,561,552,0,4,5,537,24,1200,639,218,236,54,4,6,10,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE PATRAŞCU” BURUIENEŞTI, CORP B",251,DOLJEŞTI,122347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:31",1664,1650,0,13,1,600,596,0,3,1,570,30,1800,1200,199,290,14,0,5,46,16
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE PATRAŞCU” BURUIENESTI, CORP C",252,DOLJEŞTI,122347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:28",1497,1491,0,2,4,535,529,0,2,4,516,19,1600,1065,152,296,30,4,1,21,12
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",237,CRĂCĂOANI,122187,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:22",847,843,0,2,2,493,489,0,2,2,436,57,891,398,192,136,49,2,2,22,33
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",238,CRĂCĂOANI,122187,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:43",927,921,0,3,3,494,488,0,3,3,459,35,1000,506,183,149,57,4,3,16,47
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „GRIGORE STURZU” TIRZIA",221,BRUSTURI,121938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:08",602,597,0,4,1,278,273,0,4,1,259,19,700,422,145,55,38,3,1,5,12
29,NEAMŢ,"SCOALA GIMNAZIALA ICUSESTI",314,ICUŞEŞTI,123013,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:50",625,624,0,0,1,273,272,0,0,1,254,18,696,424,54,145,41,1,0,5,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „IEREMIA IRIMESCU” BRUSTURI",218,BRUSTURI,121938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:20",1512,1492,0,11,9,820,800,0,11,9,796,24,1700,880,371,210,160,3,5,22,25
29,NEAMŢ,"SCOALA GIMNAZIALA I.GERVESCU SAVINESTI",415,SĂVINEŞTI,120824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:47",1645,1630,1,7,7,440,426,0,7,7,417,23,1800,1360,116,196,49,3,3,35,15
29,NEAMŢ,"SCOALA GIMNAZIALA ”I.I. MIRONESCU”",444,TAZLĂU,124616,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:59",1015,998,1,1,15,549,535,0,1,13,526,23,1100,551,242,213,25,3,3,22,18
29,NEAMŢ,"SCOALA GIMNAZIALA INGARESTI",472,URECHENI,124849,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:27",741,718,0,2,21,398,375,0,2,21,374,22,800,404,222,74,30,3,0,30,15
29,NEAMŢ,"ŞCOALA GIMNAZIALA ” IOAN GRIGORE TEODORESCU”",207,BORLEŞTI,121732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:49",845,833,1,11,0,364,353,0,11,0,348,16,900,536,114,160,32,1,0,16,25
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ” IOAN LUCA ”",272,FARCAŞA,122551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:10",1126,1124,1,0,1,548,547,0,0,1,529,19,1200,652,330,69,82,3,2,23,20
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP A1, LOC. HUMULEŞTI",148,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:21",470,466,0,4,0,202,198,0,4,0,199,3,500,298,104,53,14,0,5,14,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP A, LOC. HUMULEŞTI",147,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:20",1656,1651,0,3,2,783,778,0,3,2,743,21,1816,627,362,189,75,5,9,65,38
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP B, LOC. HUMULEŞTI",146,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:55:05",1624,1618,1,4,1,827,822,0,4,1,785,42,1800,973,446,144,86,7,10,45,47
29,NEAMŢ,"ȘCOALA GIMNAZIALǍ ”IUSTIN PÎRVU”",373,"POIANA TEIULUI",123790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:01",1297,1284,0,3,10,688,675,0,3,10,645,43,1400,712,226,260,102,5,5,25,22
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,LOCALITATEA IZVOARE",161,BAHNA,121153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:22",1100,1072,0,3,25,627,599,0,3,25,581,46,1200,573,127,195,61,0,0,192,6
29,NEAMŢ,"SCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",357,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:20",1123,1117,2,3,1,491,487,0,3,1,463,28,1200,709,213,74,68,5,10,40,53
29,NEAMŢ,"ŞCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",358,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:58",986,981,0,3,2,449,444,0,3,2,427,22,1100,651,220,76,27,7,6,37,54
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",88,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:52",1334,1323,6,5,0,554,549,0,5,0,514,39,1400,846,176,203,43,5,8,50,29
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",87,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:55",1188,1173,0,13,2,391,378,0,11,2,343,48,1300,909,115,162,36,3,2,8,17
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU FILIOARA",150,AGAPIA,121108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:55",831,823,1,2,5,488,481,0,2,5,465,23,900,412,314,70,45,0,1,17,18
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ” NICOLAE APOSTOL ” RUGINOASA",401,RUGINOASA,125105,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:14",633,554,1,22,56,458,382,0,22,54,442,16,684,222,108,248,17,3,0,60,6
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ” NICOLAE APOSTOL” RUGINOASA",400,RUGINOASA,125105,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:24:50",593,538,0,12,43,443,388,0,12,43,433,10,600,156,111,248,8,1,0,63,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NICOLAE GRIGORESCU AGAPIA",149,AGAPIA,121108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:39",1430,1413,1,2,14,644,627,1,2,14,612,32,1500,856,386,64,82,4,6,35,35
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT OANȚU",348,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:56",1271,1250,0,3,18,766,745,0,3,18,725,31,1400,630,421,150,50,3,5,44,52
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT PÎNGĂRĂCIOR",349,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:06",1695,1667,3,7,18,945,919,1,7,18,868,65,1800,867,266,369,78,5,10,95,45
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” -SAT PÎNGĂRAȚI - PUNCT CASTEL",347,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:01",620,602,1,11,6,342,325,0,11,6,319,23,700,358,132,107,34,2,4,27,13
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT STEJARU",350,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:59",882,864,3,7,8,443,428,0,7,8,424,19,1000,557,166,108,43,7,4,63,33
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",51,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:07",1312,1305,0,7,0,528,521,0,7,0,501,27,1400,872,152,151,71,22,16,56,33
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",48,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:29",1111,1099,2,10,0,434,424,0,10,0,405,29,1200,766,148,121,49,6,9,57,15
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",53,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:36:14",1294,1287,0,7,0,537,530,0,7,0,511,26,1398,861,156,163,72,12,14,57,37
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",50,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:53",1102,1096,0,6,0,408,402,0,6,0,382,26,1200,776,135,95,50,10,18,45,29
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",52,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:14",1294,1287,1,6,0,504,498,0,6,0,467,37,1400,896,148,155,47,13,14,60,30
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",49,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:40",1288,1276,2,8,2,538,528,0,8,2,515,23,1400,862,167,167,52,10,16,77,26
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",362,PIPIRIG,123521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:09",1269,1267,1,0,1,572,571,0,0,1,536,36,1400,828,394,46,62,3,3,12,16
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",377,POIENARI,123709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:09",945,921,0,3,21,605,581,0,3,21,562,43,1000,395,339,98,72,2,0,27,24
29,NEAMŢ,"SCOALA GIMNAZIALA NR.1",176,BICAZ-CHEI,121297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:30",1022,1004,0,3,15,677,659,0,3,15,657,20,1100,423,175,405,39,0,4,9,25
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",68,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:08",1851,1840,4,7,0,815,808,0,7,0,769,46,2000,1168,246,233,95,18,31,94,52
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",246,DOCHIA,125098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:29",793,787,1,5,0,416,411,0,5,0,355,57,900,472,165,69,46,5,5,40,25
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",247,DOCHIA,125098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:16",1084,1075,1,7,1,621,612,1,7,1,567,54,1198,577,257,113,85,13,6,66,27
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.11",22,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:23",1374,1363,1,10,0,528,518,0,10,0,502,26,1500,972,161,151,61,14,16,51,48
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 CACIULESTI",292,GIROV,122702,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:35",586,584,0,2,0,300,298,0,2,0,285,15,700,400,102,67,58,9,5,13,31
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 DOLJEŞTI",249,DOLJEŞTI,122347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:24",998,975,0,5,18,488,465,0,5,18,469,19,1100,612,177,235,23,3,3,21,7
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",266,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:08",1658,1650,6,2,0,738,736,0,2,0,704,34,1800,1062,199,282,96,16,10,70,31
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",267,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:18",1865,1857,3,5,0,796,791,0,5,0,747,49,2000,1204,186,275,138,19,11,70,48
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",229,CORDUN,120888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:19",1060,1052,2,0,6,580,574,0,0,6,538,32,1100,520,262,153,55,2,5,47,14
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",228,CORDUN,120888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:44",1501,1491,2,3,5,753,745,0,3,5,719,26,1600,851,259,196,112,11,14,95,32
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1, LOC ZĂNEŞTI",488,ZĂNEŞTI,125061,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:50",1394,1376,0,3,15,746,728,0,3,15,696,50,1500,754,377,124,62,8,8,79,38
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 PILDEŞTI",230,CORDUN,120888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:09",1811,1760,1,10,40,879,828,1,10,40,845,34,1900,1021,60,664,36,3,6,51,25
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 PILDEŞTI",231,CORDUN,120888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:08:36",1807,1764,0,7,36,879,836,0,7,36,848,31,1900,1021,63,670,22,4,2,69,18
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 RADENI",343,PĂSTRĂVENI,123371,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:00",743,738,0,5,0,361,356,0,5,0,336,25,800,439,207,46,48,5,2,17,11
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1 RĂUCEŞTI",379,RĂUCEŞTI,123914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:43",1267,1249,1,1,16,712,695,0,1,16,685,27,1400,688,238,259,36,1,2,123,26
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.1 ȚIBUCANI",464,ŢIBUCANI,124803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:18",1277,1241,1,22,13,778,743,0,22,13,738,40,1400,622,519,137,34,0,6,22,20
