precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
1,ALBA,"CĂMIN CULTURAL ASINIP",297,"LOPADEA NOUĂ",5210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:55",78,70,0,8,0,52,44,0,8,0,51,1,76,24,11,37,3
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",298,"LOPADEA NOUĂ",5210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:41",416,400,5,2,9,261,247,3,2,9,255,6,445,184,29,177,49
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",301,"LOPADEA NOUĂ",5210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:35:48",52,44,0,8,0,35,27,0,8,0,34,1,54,19,6,25,3
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",300,"LOPADEA NOUĂ",5210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:03",536,517,0,6,13,419,400,0,6,13,405,14,575,156,19,378,8
1,ALBA,"PRIMĂRIA LOPADEA NOUĂ",296,"LOPADEA NOUĂ",5210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:25",842,813,1,6,22,658,629,1,6,22,627,31,865,207,52,125,450
1,ALBA,"ȘCOALA PRIMARĂ BEȚA",299,"LOPADEA NOUĂ",5210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:38",308,293,0,6,9,215,200,0,6,9,201,14,330,115,15,89,97
