precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPESCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","DUŢU GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU ILIE-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 LUNGULEŢU",286,LUNGULEŢU,67906,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:50:44",1390,1388,0,2,0,929,927,0,2,0,910,19,1522,593,168,718,24
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",285,LUNGULEŢU,67906,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:47",869,868,0,1,0,578,577,0,1,0,570,8,960,382,72,492,6
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",284,LUNGULEŢU,67906,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:02",984,980,0,4,0,653,649,0,4,0,646,7,1070,417,92,542,12
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ SERDANU",287,LUNGULEŢU,67906,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:04",1055,1053,0,2,0,706,704,0,2,0,686,20,1160,454,144,536,6
