precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"ŞCOALA ION CREANGĂ ZEMEŞ",640,ZEMEŞ,26289,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:10:00",878,870,1,6,1,490,483,0,6,1,467,23,1000,510,37,161,227,42
4,BACĂU,"ŞCOALA MIHAI EMINESCU ZEMEŞ",637,ZEMEŞ,26289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:31",1102,1097,0,4,1,528,523,0,4,1,497,31,1200,672,46,132,274,45
4,BACĂU,"ŞCOALA ŞTEFAN CEL MARE ZEMEŞ",639,ZEMEŞ,26289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:42",657,655,0,2,0,343,341,0,2,0,326,17,700,357,34,85,193,14
4,BACĂU,"ŞCOALA ŞTEFAN CEL MARE ZEMEŞ",638,ZEMEŞ,26289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:30",1102,1098,0,1,3,602,598,0,1,3,576,26,1200,598,41,167,340,28
