precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","IOSIF AUREL-voturi","ŢELINOIU IULIAN-voturi"
3,ARGEŞ,"GRĂDINIŢA NR. 1 CORBENI",306,CORBENI,15741,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:22",671,665,0,6,0,345,339,0,6,0,320,25,731,386,42,45,203,26,4
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NR. 1 CORBENI",307,CORBENI,15741,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:48",1219,1211,0,7,1,656,648,0,7,1,633,23,1345,689,113,54,304,146,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ PROF. DR. VASILE VASILESCU",310,CORBENI,15741,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:01",1222,1220,0,2,0,729,727,0,2,0,696,33,1343,614,35,40,602,13,6
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ PROF. DR. VASILE VASILESCU",309,CORBENI,15741,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:02",805,800,0,4,1,462,457,0,4,1,445,17,882,420,45,15,338,22,25
3,ARGEŞ,"ŞCOALA PRIMARĂ BERINDEŞTI",308,CORBENI,15741,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:07",576,573,0,3,0,331,328,0,3,0,321,10,629,298,76,26,166,50,3
