precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",235,BĂIUŢ,107154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:26",159,150,0,6,3,103,94,0,6,3,97,6,200,97,2,6,32,1,48,3,1,3,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",236,BĂIUŢ,107154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:06",489,476,0,7,6,267,254,0,7,6,254,12,500,233,18,22,56,32,87,9,9,13,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ REGINA ELISABETA",234,BĂIUŢ,107154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:21",1175,1155,0,3,17,631,611,0,3,17,616,15,1300,669,46,37,134,112,188,61,6,29,3
