precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORNEA-MARE NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","SILAGHI NICOLAE-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
32,"SATU MARE","CAMIN CULTURAL SOCONZEL",293,SOCOND,138869,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:08",286,229,0,30,27,213,156,0,30,27,213,0,259,46,136,77
32,"SATU MARE","CAMINUL CULTURAL CUTA",291,SOCOND,138869,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:17",268,243,0,17,8,182,157,0,17,8,177,5,283,92,150,27
32,"SATU MARE","CAMINUL CULTURAL HODISA",292,SOCOND,138869,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:56",189,158,0,21,10,137,106,0,21,10,128,9,190,49,108,20
32,"SATU MARE","SCOALA GIMNAZIALA SOCOND",290,SOCOND,138869,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:37:08",562,547,2,7,6,322,309,0,7,6,308,14,584,262,245,63
32,"SATU MARE","SCOALA GIMNAZIALA STANA",294,SOCOND,138869,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:43:35",882,866,0,6,10,554,538,0,6,10,547,7,882,321,465,82
