precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRIVĂŢ NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRĂCINE FLORIN-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","NĂFLIU ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL CREMENARI",238,GALICEA,169994,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:45",320,315,0,4,1,224,219,0,4,1,221,3,350,126,22,184,15
40,VÂLCEA,"CĂMINUL CULTURAL GALICEA",234,GALICEA,169994,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:04",913,904,0,6,3,558,549,0,6,3,535,23,990,432,148,304,83
40,VÂLCEA,"ŞCOALA BRATIA DIN DEAL",235,GALICEA,169994,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:01",308,300,0,5,3,225,217,0,5,3,220,5,340,115,46,158,16
40,VÂLCEA,"ŞCOALA BRATIA DIN VALE",236,GALICEA,169994,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:20",360,352,0,8,0,229,221,0,8,0,220,9,390,161,54,160,6
40,VÂLCEA,"ŞCOALA COCORU",237,GALICEA,169994,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:07",515,504,1,9,1,349,338,1,9,1,335,14,550,201,116,202,17
40,VÂLCEA,"ŞCOALA TEIU",239,GALICEA,169994,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:44:30",339,334,0,3,2,215,210,0,3,2,202,12,370,156,38,139,25
40,VÂLCEA,"ŞCOALA VALEA RÎULUI",240,GALICEA,169994,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:02",338,333,0,5,0,219,214,0,5,0,208,11,370,151,56,134,18
