precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIUBEGA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","DÂMBOVICEANU ŞERBAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂRBULESCU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GIURCĂ GEORGE-ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","VLADU MIRCEA-PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL CORCOVA",143,CORCOVA,111275,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:10:05",1098,971,3,109,15,720,593,3,109,15,696,24,1063,343,472,180,14,4,26
27,MEHEDINŢI,"CĂMINUL CULTURAL JIROV",148,CORCOVA,111275,2,PART,PRCNCT,P,P_SV,"2024-06-10 22:19:15",1278,1214,0,52,12,781,717,0,52,12,692,83,1335,560,351,299,15,15,12
27,MEHEDINŢI,"ŞCOALA GENERALĂ CERNAIA",144,CORCOVA,111275,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:29",428,380,0,47,1,291,243,0,47,1,285,6,420,129,216,61,4,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ CORDUN",145,CORCOVA,111275,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:22",614,584,29,0,1,318,288,29,0,1,293,25,642,324,201,63,19,1,9
27,MEHEDINŢI,"ŞCOALA GENERALĂ GÂRBOVĂŢU DE JOS",146,CORCOVA,111275,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:30",486,415,0,64,7,337,266,0,64,7,322,15,452,100,250,43,13,6,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV STEJARU",150,CORCOVA,111275,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:09",477,452,0,20,5,248,223,0,20,5,226,22,506,258,161,39,15,6,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ IMOASA",147,CORCOVA,111275,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:30",348,316,0,25,7,272,240,0,25,7,258,14,355,83,128,118,6,2,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ MĂRU ROŞU",149,CORCOVA,111275,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:00:11",513,477,0,34,2,360,324,0,34,2,336,24,525,165,245,70,9,2,10
