precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"CAMINUL CULTURAL DRANIC",343,DRĂNIC,72221,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:18:53",828,789,0,30,9,582,543,0,30,9,545,37,904,322,23,74,426,22
17,DOLJ,"SCOALA CU CLASELE I-IV BOOVENI",344,DRĂNIC,72221,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:01",286,274,0,11,1,230,218,0,11,1,224,6,300,70,23,13,184,4
17,DOLJ,"SCOALA CU CLASELE I-IV FOISOR",345,DRĂNIC,72221,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:12",167,158,0,9,0,124,115,0,9,0,119,5,200,76,72,5,42,0
17,DOLJ,"SCOALA PRIMARA PADEA",346,DRĂNIC,72221,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:53:33",622,588,0,17,17,432,398,0,17,17,402,30,600,168,92,18,283,9
