precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂDUCAN MARIAN-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","GÎNGU EUGEN-TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","IOSU DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL ŞIŞEŞTI",269,ŞIŞEŞTI,113625,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:46",1003,912,0,42,49,605,514,0,42,49,593,12,1005,400,525,45,23
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COCOROVA",270,ŞIŞEŞTI,113625,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:54",194,185,0,3,6,194,185,0,3,6,179,6,308,123,167,6,6
27,MEHEDINŢI,"ȘCOALA GENERALĂ I - IV CRĂGUEȘTI",271,ŞIŞEŞTI,113625,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:30",304,280,0,16,8,179,155,0,16,8,171,8,308,129,161,2,8
27,MEHEDINŢI,"SCOALA GIMNAZIALA NOAPTEȘA",272,ŞIŞEŞTI,113625,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:50",340,328,0,11,1,340,328,0,11,1,323,17,608,268,207,84,32
