precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ŞERBAN MARCEL-IULIAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"LICEUL TEORETIC M.I.MEŢIANU - CORP B",283,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:21",1586,1575,0,9,2,802,791,0,9,2,757,45,1700,898,200,128,311,26,16,16,60
8,BRAŞOV,"LICEUL TEORETIC M.I.MEŢIANU - CORP B",282,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:39:36",1353,1346,1,6,0,780,774,0,6,0,749,31,1500,720,231,89,280,15,11,35,88
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",343,FELDIOARA,40955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:30",1369,1358,0,8,3,836,825,0,8,3,777,59,1500,664,450,162,53,11,29,10,62
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",344,FELDIOARA,40955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:27",1214,1208,0,2,4,662,656,0,2,4,533,129,1300,638,311,85,77,15,14,8,23
8,BRAŞOV,"LICEU ZAJZONI RAB ISTVAN",233,"MUNICIPIUL SĂCELE",40438,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:58:33",1627,1612,0,15,0,756,741,0,15,0,727,29,1800,1044,155,58,87,13,273,9,132
8,BRAŞOV,"LOCAȚIA KREDENT",350,HĂLCHIU,41033,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:08",1620,1602,2,15,1,945,929,0,15,1,882,63,1800,855,361,150,128,32,25,38,148
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",306,BOD,40606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:01",890,867,2,9,12,456,435,0,9,12,439,17,1000,544,149,53,124,6,63,10,34
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",307,BOD,40606,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:32:57",991,968,2,10,11,539,518,1,10,10,504,35,1100,561,141,79,168,14,51,12,39
8,BRAŞOV,"PRIMĂRIA BUNEŞTI",316,BUNEŞTI,40704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:55",647,644,0,3,0,429,426,0,3,0,368,61,704,275,130,62,99,25,10,3,39
8,BRAŞOV,"PRIMĂRIA COMUNEI BRAN",308,BRAN,40633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:33",763,749,2,10,2,517,505,0,10,2,486,31,800,283,260,56,89,12,7,10,52
8,BRAŞOV,"PRIMĂRIA COMUNEI BUDILA",315,BUDILA,40688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:53:49",1022,1002,0,15,5,720,700,0,15,5,537,183,1111,391,181,62,102,19,110,3,60
8,BRAŞOV,"PRIMĂRIA COMUNEI DUMBRĂVIŢA",339,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:30",1618,1608,2,7,1,941,933,0,7,1,867,74,1800,859,189,74,247,26,22,11,298
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",386,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:13",1258,1224,3,9,22,895,864,0,9,22,825,70,1300,405,353,83,198,18,14,8,151
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",385,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:42",1082,1075,1,2,4,700,694,0,2,4,649,51,1200,500,291,56,195,12,12,12,71
8,BRAŞOV,"PRIMĂRIA COMUNEI ȘOARȘ",428,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:40",507,492,0,12,3,301,286,0,12,3,259,42,500,199,124,40,49,8,10,2,26
8,BRAŞOV,"PRIMĂRIA DRĂGUŞ",338,DRĂGUŞ,42480,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:27",1016,905,5,63,43,722,614,4,62,42,687,35,999,277,117,101,308,11,22,8,120
8,BRAŞOV,"PRIMĂRIA GHIMBAV",249,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:56",1478,1468,3,7,0,729,721,1,7,0,697,32,1608,879,264,78,163,26,23,25,118
8,BRAŞOV,"PRIMARIA VICTORIA",275,"ORAŞ VICTORIA",40465,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:00",1234,1218,0,16,0,552,536,0,16,0,516,36,1352,800,75,65,183,17,10,5,161
8,BRAŞOV,PRIMĂRIE,419,ŞINCA,41854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:53",725,717,1,7,0,434,427,0,7,0,406,28,800,366,98,77,170,23,5,9,24
8,BRAŞOV,"SALA DE SPORT",236,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:06",1452,1443,0,9,0,649,640,0,9,0,627,22,1600,951,187,49,206,19,60,10,96
8,BRAŞOV,"SALA DE SPORT",237,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:47",1377,1372,1,4,0,655,651,0,4,0,640,15,1500,845,193,61,200,32,58,21,75
8,BRAŞOV,"SALA DE SPORT",252,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:02",2041,2021,0,19,1,1162,1142,0,19,1,1143,19,2200,1038,520,86,106,30,38,25,338
8,BRAŞOV,"SALA DE SPORT A LICEULUI TEORETIC MITROPOLIT IOAN MEŢIANU",281,"ORAŞ ZĂRNEŞTI",40492,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:08",1347,1337,0,10,0,736,726,0,10,0,690,46,1500,764,204,81,293,21,17,12,62
8,BRAŞOV,"ŞCOALA DE ARTE SI MESERII",205,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:21",1512,1501,1,10,0,683,672,1,10,0,600,83,1704,1021,57,66,367,41,23,9,37
8,BRAŞOV,"ŞCOALA DE ARTE SI MESERII",204,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:30",1058,1043,7,8,0,529,521,0,8,0,508,21,1200,671,133,50,229,20,10,10,56
8,BRAŞOV,"SCOALA GENERALA",409,"SÂMBĂTA DE SUS",42464,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:56",1365,1311,1,15,38,936,883,0,15,38,868,68,1423,487,437,118,205,25,13,15,55
8,BRAŞOV,"ȘCOALĂ GENERALĂ",426,"ŞINCA NOUĂ",42449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:13",231,212,0,16,3,137,118,0,16,3,128,9,225,88,42,61,9,1,5,0,10
8,BRAŞOV,"ȘCOALĂ GENERALĂ",424,ŞINCA,41854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:53",190,184,0,6,0,128,122,0,6,0,101,27,218,90,15,15,52,11,5,1,2
8,BRAŞOV,"ȘCOALA GENERALĂ BĂRCUT",429,ŞOARŞ,41943,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:38",348,330,0,15,3,192,174,0,15,3,166,26,369,177,112,12,16,7,8,1,10
8,BRAŞOV,"SCOALA GENERALA „BETHLEN SAMUEL”",403,RACOŞ,41701,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:08:41",1132,1119,0,9,4,688,675,0,9,4,345,343,1200,512,78,63,16,20,142,14,12
8,BRAŞOV,"SCOALA GENERALA CARPINIS",436,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:53",1316,1301,10,5,0,637,632,0,5,0,620,17,1400,763,198,58,117,22,17,21,187
8,BRAŞOV,"SCOALA GENERALA, CORP B",334,CRISTIAN,40900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:07",1988,1940,27,15,6,1103,1080,2,15,6,1067,36,2100,997,539,69,158,35,24,16,226
8,BRAŞOV,"ŞCOALA GENERALĂ DACIA",372,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:17",633,615,0,15,3,379,361,0,15,3,324,55,700,321,85,52,146,11,17,2,11
8,BRAŞOV,"ȘCOALA GENERALĂ FELMER",430,ŞOARŞ,41943,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:49:34",391,371,0,19,1,262,242,0,19,1,207,55,369,107,101,31,38,6,7,1,23
8,BRAŞOV,"ŞCOALA GENERALĂ FUNDATA",347,FUNDATA,40991,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:30",435,383,1,25,26,359,308,0,25,26,345,14,456,97,194,44,90,3,3,1,10
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE I-IV",251,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:01",1541,1528,4,8,1,742,733,0,8,1,709,33,1700,958,251,105,116,55,24,28,130
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE V-VIII",250,"ORAŞ GHIMBAV",40214,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:18",1817,1786,17,11,3,906,889,3,11,3,879,27,2000,1094,315,112,138,62,36,34,182
8,BRAŞOV,"ŞCOALA GENERALĂ GRÎNARI",373,JIBERT,41284,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:18:38",191,181,2,7,1,189,181,0,7,1,179,9,500,312,17,15,12,0,118,1,16
8,BRAŞOV,"ŞCOALA GENERALA I",270,"ORAŞ RUPEA",40394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:13",1071,1062,0,4,5,511,502,0,4,5,477,34,1200,689,193,44,157,7,53,5,18
8,BRAŞOV,"SCOALA GENERALA II",272,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:23",1522,1515,2,3,2,807,802,0,3,2,727,80,1700,893,299,94,187,15,93,9,30
8,BRAŞOV,"ŞCOALA GENERALĂ JIBERT",371,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:13",619,612,1,6,0,311,304,1,6,0,269,42,701,390,85,39,61,4,7,0,73
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",58,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:08",1266,1261,1,4,0,558,554,0,4,0,515,43,1400,842,135,153,106,11,45,14,51
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",59,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:16:00",1042,1034,2,6,0,511,505,0,6,0,476,35,1200,689,110,32,99,25,40,14,156
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",260,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:48",1407,1401,0,6,0,701,695,0,6,0,655,46,1500,799,218,122,103,25,13,8,166
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",259,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:18",1497,1488,2,6,1,803,796,0,6,1,779,24,1600,797,358,60,86,20,25,18,212
8,BRAŞOV,"ŞCOALA GENERALA NR.2",193,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:42",1094,1085,1,8,0,504,496,0,8,0,478,26,1200,696,111,53,172,28,32,13,69
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",265,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:13",1384,1380,2,0,2,658,656,0,0,2,641,17,1500,842,289,86,82,17,8,12,147
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",266,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:42",1192,1180,6,3,3,591,584,1,3,3,571,20,1300,709,267,62,78,14,13,5,132
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",264,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:53",1644,1637,0,7,0,776,769,0,7,0,749,27,1800,1024,287,90,97,21,16,13,225
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",201,"MUNICIPIUL CODLEA",40241,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:23:25",1286,1278,2,6,0,546,538,2,6,0,524,22,1400,854,130,55,205,20,8,26,80
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",202,"MUNICIPIUL CODLEA",40241,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:03",946,940,0,6,0,422,416,0,6,0,403,19,1000,578,88,33,183,27,9,16,47
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",200,"MUNICIPIUL CODLEA",40241,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:55:26",886,879,0,7,0,396,389,0,7,0,368,21,1000,611,87,37,164,15,9,20,36
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",262,"ORAŞ RÂŞNOV",40367,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:29",1305,1296,8,0,1,652,651,0,0,1,636,15,1400,749,269,73,81,20,12,8,173
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",263,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:49",867,861,1,5,0,411,406,0,5,0,401,10,1103,692,81,33,49,14,7,4,213
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",261,"ORAŞ RÂŞNOV",40367,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:59:22",1653,1644,6,2,1,900,897,0,2,1,864,33,1800,903,391,83,131,25,30,10,194
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 9",89,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:37",1379,1372,2,5,0,562,557,0,5,0,537,25,1500,938,126,78,116,23,12,15,167
8,BRAŞOV,"ŞCOALA GENERALĂ OLTEŢ",455,VIŞTEA,42236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:59",327,306,0,21,0,180,159,0,21,0,162,18,333,153,57,23,61,8,5,2,6
8,BRAŞOV,"ŞCOALA GENERALĂ PALOŞ",325,CAŢA,40768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:49",220,182,0,37,1,147,109,0,37,1,139,8,200,53,98,18,16,0,1,0,6
8,BRAŞOV,"ŞCOALA GENERALĂ PREDELUŢ",310,BRAN,40633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:45:02",906,894,4,6,2,594,586,0,6,2,559,35,1005,411,304,57,114,14,5,13,52
8,BRAŞOV,"SCOALA GENERALA PURCARENI",437,TĂRLUNGENI,42003,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:27:40",1231,1212,1,13,5,725,707,0,13,5,696,14,1414,704,227,48,85,13,215,13,95
8,BRAŞOV,"ȘCOALA GENERALĂ RODBAV",431,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:34",266,256,1,6,3,156,146,1,6,3,138,18,300,144,57,30,23,8,2,2,16
8,BRAŞOV,"ŞCOALA GENERALĂ SAT VLĂDENI",341,DUMBRĂVIŢA,40928,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:35:02",754,738,3,12,1,434,421,0,12,1,394,40,807,373,159,52,76,14,6,7,80
8,BRAŞOV,"ŞCOALA GENERALĂ ŞIRNEA",348,FUNDATA,40991,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:20",195,170,0,18,7,142,117,0,18,7,137,5,200,58,102,15,7,7,1,1,4
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU",440,TELIU,42058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:29",1529,1515,0,8,6,1067,1053,0,8,6,964,98,1659,592,34,92,740,8,81,1,8
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU VALE",442,TELIU,42058,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:01:29",824,807,0,7,10,603,586,0,7,10,555,48,900,297,333,120,54,15,9,3,21
8,BRAŞOV,"ȘCOALA GENERALĂ TOARCLA",327,CINCU,40820,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:56",281,266,0,9,6,180,166,0,9,5,148,32,302,122,34,42,55,7,8,0,2
8,BRAŞOV,"ŞCOALA GENERALĂ UNGRA",449,UNGRA,42156,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:44",1140,1135,0,4,1,693,688,0,4,1,597,95,1298,605,367,161,26,16,11,0,16
8,BRAŞOV,"ŞCOALA GENERALĂ VĂLENI",375,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:12",141,134,0,7,0,98,91,0,7,0,87,11,139,41,36,10,19,4,5,0,13
8,BRAŞOV,"SCOALA GENERALA ZIZIN",438,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:33",1139,1127,2,8,2,842,832,0,8,2,758,84,1300,458,85,429,31,11,160,3,39
8,BRAŞOV,"SCOALA GENERALA ZIZIN",439,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:37",1237,1219,1,8,9,890,872,1,8,9,820,70,1303,413,83,481,25,18,178,5,30
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BOD SAT",304,BOD,40606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:07",1602,1584,2,9,7,899,883,0,9,7,878,21,1700,801,371,109,179,26,20,12,161
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BUDILA",314,BUDILA,40688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:28",1131,1113,2,5,11,649,632,1,5,11,605,44,1200,550,49,76,92,23,225,1,139
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",354,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:19",1731,1723,5,1,2,895,892,0,1,2,856,39,1900,1005,290,100,130,29,34,25,248
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",353,HĂRMAN,41088,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:29",906,898,1,6,1,906,898,1,6,1,847,59,2100,1194,293,89,122,30,38,28,247
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",352,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:03",1972,1959,8,3,2,947,942,0,3,2,890,57,2129,1182,305,104,116,29,23,41,272
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI COLONIE",402,PREJMER,41667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:05",1283,1274,1,5,3,574,566,0,5,3,543,31,1458,884,271,103,92,29,10,6,32
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI SAT",401,PREJMER,41667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:03",1360,1347,0,9,4,698,685,0,9,4,662,36,1500,802,344,120,80,40,6,11,61
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MĂGURA",387,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:48",399,391,1,5,2,269,261,1,5,2,247,22,400,131,135,27,53,0,2,3,27
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MOIECIU DE SUS",388,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:25",792,782,1,9,0,507,498,0,9,0,478,29,900,393,219,46,86,9,8,10,100
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",126,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:38",1235,1227,0,8,0,591,583,0,8,0,555,36,1400,809,160,55,127,18,27,10,158
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",128,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:07",1339,1336,1,2,0,535,533,0,2,0,497,38,1500,965,102,60,136,16,33,23,127
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",127,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:28",1550,1541,2,7,0,707,700,0,7,0,676,31,1700,993,185,56,126,27,56,23,203
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",125,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:55",1276,1269,3,3,1,572,568,0,3,1,536,36,1400,828,164,44,108,27,32,20,141
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",129,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:34",904,896,2,5,1,407,401,0,5,1,382,25,1000,593,101,37,93,11,16,9,115
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",131,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:54",1417,1413,1,3,0,625,622,0,3,0,591,34,1600,975,148,47,134,19,40,11,192
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",124,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:50:51",1350,1343,7,0,0,565,565,0,0,0,544,21,1500,935,133,44,122,23,34,19,169
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",130,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:20:49",986,974,2,10,0,432,422,0,10,0,398,34,1100,668,98,40,106,16,18,15,105
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",64,"MUNICIPIUL BRAŞOV",40198,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:28:59",1459,1452,0,6,1,696,689,0,6,1,634,53,1600,904,174,72,112,32,40,20,184
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",62,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:30",1111,1106,1,4,0,499,495,0,4,0,469,30,1200,701,140,43,106,23,18,11,128
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",65,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:28",1466,1459,3,4,0,638,634,0,4,0,612,26,1600,962,169,70,129,23,40,15,166
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",61,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:53",1232,1225,1,6,0,586,580,0,6,0,555,31,1400,814,161,35,96,35,25,18,185
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",60,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:46",1123,1116,0,7,0,495,488,0,7,0,471,24,1200,705,132,34,108,10,23,15,149
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",63,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:48",1178,1173,0,5,0,507,502,0,5,0,491,16,1300,793,136,57,87,19,32,18,142
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",54,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:00",1017,1011,0,6,0,438,432,0,6,0,426,12,1100,662,107,44,109,14,14,5,133
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",56,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:19",1308,1299,1,8,0,541,533,0,8,0,511,30,1400,859,126,64,108,25,35,18,135
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",53,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:32",1387,1378,4,5,0,624,619,0,5,0,605,19,1500,876,177,56,124,14,25,17,192
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",57,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:23",1281,1278,1,2,0,569,567,0,2,0,544,25,1400,831,144,53,104,29,23,20,171
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",55,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:22",836,829,0,7,0,289,282,0,7,0,257,22,900,589,72,29,48,17,8,11,72
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",52,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:42",1130,1119,2,7,2,577,568,0,7,2,550,27,1300,723,148,45,84,20,60,14,179
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",28,"MUNICIPIUL BRAŞOV",40198,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:44:13",1550,1524,9,16,1,693,675,1,16,1,661,32,1700,1007,193,45,74,16,68,11,254
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:17",1387,1387,0,0,0,616,616,0,0,0,586,30,1500,884,167,43,80,20,42,14,220
