precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","BOTEZATU VASILE-voturi"
4,BACĂU,"SCOALA GENERALA CETATUIA",591,STRUGARI,25629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:33",216,214,0,0,2,127,125,0,0,2,123,4,200,73,73,3,41,5,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL PETRICICA",592,STRUGARI,25629,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:54",567,556,0,0,11,299,288,0,0,11,282,17,600,301,77,29,137,4,35
4,BACĂU,"ŞCOALA GENERALĂ SATUL RĂCHITIŞ",593,STRUGARI,25629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:57",332,325,0,2,5,216,209,0,2,5,202,14,400,184,44,9,122,21,6
4,BACĂU,"ŞCOALA GENERALĂ SATUL STRUGARI",590,STRUGARI,25629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:42",780,767,1,6,6,463,450,1,6,6,439,24,840,377,125,16,255,40,3
