precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROMANESCU COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DROB COSMIN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CHEPTROŞU STELIAN-BENIAMIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"CĂMIN CULTURAL IVANCĂUȚI",329,PĂLTINIŞ,38492,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:00:13",744,717,0,9,18,262,235,0,9,18,256,6,800,538,152,64,40
7,BOTOŞANI,"CAMIN CULTURAL PALTINIS",327,PĂLTINIŞ,38492,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:31",1933,1893,0,18,22,519,479,0,18,22,507,12,2000,1481,232,106,169
7,BOTOŞANI,"ȘCOALA CU CL I-VIII HORODIȘTEA",331,PĂLTINIŞ,38492,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:52:49",901,864,0,20,17,313,276,0,20,17,288,5,978,685,173,37,78
7,BOTOŞANI,"ȘCOALA CUZLĂU",330,PĂLTINIŞ,38492,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:04",467,456,1,5,5,185,175,0,5,5,179,6,500,315,104,21,54
7,BOTOŞANI,"ȘCOALA GRIVIȚA",328,PĂLTINIŞ,38492,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:55",1378,1365,0,9,4,171,158,0,9,4,167,4,1500,1329,98,28,41
