precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
34,SIBIU,"CĂMINUL CULTURAL SĂSĂUŞ",263,CHIRPĂR,144456,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:43",112,105,1,5,1,65,59,0,5,1,63,2,110,45,11,13,23,13,3
34,SIBIU,"CĂMINUL CULTURAL VĂRD",264,CHIRPĂR,144456,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:45",289,288,0,1,0,164,163,0,1,0,157,7,320,156,20,58,67,10,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ CHIRPĂR",262,CHIRPĂR,144456,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:25",999,983,0,15,1,415,399,0,15,1,395,20,1080,665,66,124,119,62,24
34,SIBIU,"ŞCOALA PRIMARĂ VESEUD",265,CHIRPĂR,144456,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:20:58",155,150,3,2,0,71,69,0,2,0,65,6,161,90,4,17,25,19,0
