precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAFTA MARCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","PICIU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ILEANA ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDRONIE OLIMPIA-FORȚA DREPTEI-voturi"
30,OLT,"CĂMINUL CULTURAL POGANU",362,VERGULEASA,129816,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:06",919,876,0,13,30,556,513,0,13,30,540,16,981,425,72,442,20,6
30,OLT,"GRADINITA CU PROGRAM NORMAL CUCUETI",360,VERGULEASA,129816,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:34",675,652,0,7,16,401,385,0,0,16,394,7,750,349,21,334,15,24
30,OLT,"ŞCOALA GENERALĂ I-IV",361,VERGULEASA,129816,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:38:06",549,536,0,2,11,325,312,0,2,11,316,9,621,296,63,220,29,4
