precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","HÂJ CONSTANTIN-voturi"
35,SUCEAVA,"CĂMIN CULTURAL HOLDA",136,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:10:21",1029,1021,1,3,4,578,571,0,3,4,562,16,1200,622,151,144,32,61,90,84
35,SUCEAVA,"CASĂ DE PRĂZNUIRE A PAROFIEI SFINŢII ÎMPĂRAŢI MIHAIL ŞI GAVRIL PE STIL VECHI",135,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:56",408,400,0,6,2,249,241,0,6,2,238,11,400,151,91,90,10,21,9,17
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICOLAI NANU” BROŞTENI",131,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:31",1402,1389,1,9,3,629,616,1,9,3,596,33,1500,871,230,246,36,45,14,25
35,SUCEAVA,"PRIMĂRIA BROŞTENI",130,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:42:14",812,803,2,6,1,475,468,0,6,1,457,18,900,425,126,191,17,84,6,33
35,SUCEAVA,"ŞCOALA COTÎRGAŞI NR.1",133,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:03:13",1051,1033,0,9,9,672,654,0,9,9,646,18,1100,436,322,242,25,19,14,24
35,SUCEAVA,"ŞCOALA GENERALĂ DÎRMOXA",134,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:08:35",121,114,0,7,0,84,77,0,7,0,83,1,127,43,50,18,3,8,1,3
35,SUCEAVA,"SPITAL MEDICO SOCIAL CARMEN SYLVA",132,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:21",428,420,0,7,1,227,219,0,7,1,218,9,500,273,53,106,9,25,6,19
