precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"CĂMINUL CULTURAL GURA OCNIȚEI",256,"GURA OCNIŢEI",67595,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:52:28",1378,1374,0,0,4,668,664,0,0,4,629,39,1531,863,212,225,154,20,18
16,DÂMBOVIŢA,"CĂMINUL CULTURAL GURA OCNIȚEI",257,"GURA OCNIŢEI",67595,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:45",1505,1492,3,6,4,806,796,0,6,4,759,47,1640,834,147,355,191,56,10
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE. I-VIII ADÂNCA",258,"GURA OCNIŢEI",67595,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:50:03",1494,1484,1,7,2,778,769,0,7,2,762,16,1630,852,215,274,236,29,8
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE. I-VIII SĂCUENI",259,"GURA OCNIŢEI",67595,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:22",1531,1526,1,4,0,875,870,1,4,0,857,18,1680,805,237,274,306,32,8
