precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢOCA ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DĂRĂU GHEORGHE-voturi"
2,ARAD,"CĂMIN CULTURAL ŢĂRMURE",289,HĂLMAGIU,11058,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:38",257,224,0,14,19,206,173,0,14,19,198,8,275,69,47,151
2,ARAD,"CĂMINUL CULTURAL BĂNEȘTI",284,HĂLMAGIU,11058,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:52",212,196,0,8,8,176,160,0,8,8,172,4,227,51,59,113
2,ARAD,"CĂMINUL CULTURAL LEASA",286,HĂLMAGIU,11058,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:09",202,154,1,28,19,168,120,1,28,19,168,0,170,2,6,162
2,ARAD,"CĂMINUL CULTURAL POIENARI",287,HĂLMAGIU,11058,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:39",130,121,0,4,5,111,102,0,4,5,107,4,140,29,25,82
2,ARAD,"CĂMINUL CULTURAL TISA",288,HĂLMAGIU,11058,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:34",157,139,0,11,7,124,106,0,11,7,123,1,150,26,42,81
2,ARAD,"PRIMĂRIA COMUNEI HĂLMAGIU",283,HĂLMAGIU,11058,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:22:17",920,825,0,47,48,698,603,0,47,48,673,25,980,282,150,523
2,ARAD,"ŞCOALA GENERALĂ",285,HĂLMAGIU,11058,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:43:03",257,231,1,9,16,208,182,1,9,16,198,10,270,62,49,149
