precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢIBUCANU MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","GRIGORAŞ CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOCAN COSTICĂ-PARTIDUL MIȘCAREA POPULARĂ-voturi","GHEORGHIŢĂ NARCIS-EUGEN-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GENERALA NR. 1. SAT.COARNELE CAPREI",388,"COARNELE CAPREI",96334,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:51",778,707,0,10,61,517,446,0,10,61,503,14,800,283,295,204,3,1
24,IAŞI,"SCOALA GENERALA NR.1. SAT.COARNELE CAPREI",387,"COARNELE CAPREI",96334,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:47",1017,943,0,25,49,672,598,0,25,49,639,33,1000,328,372,264,1,2
24,IAŞI,"ŞCOALA GENERALA SAT. ARAMA",389,"COARNELE CAPREI",96334,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:03",540,501,0,15,24,368,329,0,15,24,347,21,500,132,221,124,0,2
24,IAŞI,"ŞCOALA GENERALA SAT. PETROSICA",390,"COARNELE CAPREI",96334,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:36:45",64,58,0,5,1,41,35,0,5,1,40,1,132,91,31,9,0,0
