precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"APETREI DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COLAC CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","STEGARIU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
24,IAŞI,"SCOALA GIMNAZIALA ”IOANID ROMANESCU” ROMANESTI",626,ROMÂNEŞTI,98738,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:46",704,675,0,5,24,432,403,0,5,24,421,11,661,229,8,52,361
24,IAŞI,"SCOALA GIMNAZIALA URSOAIA",628,ROMÂNEŞTI,98738,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:47",346,339,0,1,6,186,179,0,1,6,182,4,344,158,85,63,34
24,IAŞI,"SCOALA PRIMARA AVINTU",627,ROMÂNEŞTI,98738,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:04:13",366,350,0,0,16,182,166,0,0,16,178,3,348,167,26,59,93
