precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZĂR MITICĂ-GEANI-UNIUNEA SALVAȚI ROMÂNIA-voturi","MITREA DĂNUŢ-PETRIŞOR-PARTIDUL NAȚIONAL LIBERAL-voturi","SĂRĂCILĂ FLORIN-NICU-PARTIDUL SOCIAL DEMOCRAT-voturi","PETCU ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 ONCEŞTI",217,STĂNEŞTI,105295,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:49:15",332,279,2,29,22,219,168,0,29,22,207,12,304,85,7,153,35,12
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BĂLANU",215,STĂNEŞTI,105295,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:13:42",475,443,0,23,9,296,264,0,23,9,291,5,490,194,14,241,26,10
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:59",1153,992,0,99,62,831,673,0,99,59,814,17,1087,256,2,668,136,8
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 2 GHIZDARU",216,STĂNEŞTI,105295,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:42",401,377,0,21,3,236,212,0,21,3,223,13,413,177,2,148,37,36
