precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GĂLĂŢEANU GELU-PARTIDUL SOCIAL DEMOCRAT-voturi","LĂSTUN CERULENŢIU-PARTIDUL NAȚIONAL LIBERAL-voturi","BOTEZATU CEZAR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOLDOVAN VICENŢIU-LIVIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","STAN GELU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"CĂMINUL CULTURAL ” VASILE FOLESCU” CREŢEŞTI",260,CREŢEŞTI,163208,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:02:02",451,416,1,17,17,292,257,1,17,17,288,4,500,208,95,187,1,0,5
39,VASLUI,"ŞCOALA DEZAFECTATA BUDEŞTI",261,CREŢEŞTI,163208,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:08:27",142,134,0,5,3,87,79,0,5,3,81,6,200,113,34,44,1,1,1
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 CRETESTII DE SUS",262,CREŢEŞTI,163208,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:59",513,472,0,16,25,291,250,0,16,25,278,13,500,209,61,180,8,24,5
39,VASLUI,"ŞCOALA NOUA SATU NOU",263,CREŢEŞTI,163208,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:36",258,224,1,11,22,180,147,0,11,22,166,14,228,48,33,131,1,1,0
