precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DASCĂLU NICOLAE-LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DELIU RALUCA-MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RUŞANU SICĂ-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","RUSCEA ION-UNIUNEA SALVAȚI ROMÂNIA-voturi"
3,ARGEŞ,"ŞCOALA GENERALĂ ARGEŞELU",378,MĂRĂCINENI,13365,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:04:57",1854,1839,15,0,0,1125,1124,1,0,0,1102,23,1844,719,788,195,81,38
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",376,MĂRĂCINENI,13365,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:12",1237,1232,4,1,0,711,710,0,1,0,703,8,1600,889,555,74,33,41
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",377,MĂRĂCINENI,13365,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:20:06",1486,1484,2,0,0,855,855,0,0,0,844,11,1600,745,648,106,45,45
