precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂILESCU DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMITRU CLAUDIA-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOBANU ALEXEI-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SOLOMON AURELIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL URLUIEȘTI",290,CEPARI,15313,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:10",205,195,0,4,6,131,121,0,4,6,131,0,259,128,8,87,26,10
3,ARGEŞ,"CĂMINUL CULTURAL CEPARI",287,CEPARI,15313,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:37",661,636,4,11,10,406,384,1,11,10,378,18,692,296,30,186,133,29
3,ARGEŞ,"ŞCOALA CĂRPENIŞ",288,CEPARI,15313,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:14",583,560,0,9,14,391,368,0,9,14,385,6,600,209,20,85,259,21
3,ARGEŞ,"ŞCOALA CEPARI - UNGURENI",289,CEPARI,15313,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:45",269,263,0,3,3,171,166,0,3,2,169,2,300,129,8,91,56,14
