precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDORAN LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIRIŢĂ GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","RÂJNOVEANU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","NICOLAE FLORIN-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV-DEAL",199,ROSEŢI,94312,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:10",1889,1848,1,3,37,1119,1078,1,3,37,1084,35,2000,881,7,544,479,54
12,CĂLĂRAŞI,"SCOALA GENERALA CU CLS I-IV-SECTOR",197,ROSEŢI,94312,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:52:17",1971,1956,0,5,10,1055,1040,0,5,10,1001,54,1991,936,17,613,354,17
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA IANCU ROSETTI-CENTRU",198,ROSEŢI,94312,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:49:36",1261,1243,0,1,17,765,747,0,1,17,748,17,1550,785,13,328,346,61
