precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL PANIOVA",414,GHIZELA,157193,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:22",265,181,0,66,18,218,134,0,66,18,211,7,330,112,154,50,7
37,TIMIŞ,"CASA NATIONALĂ ”NICOLAE URSU” ŞANOVIŢA",415,GHIZELA,157193,2,PART,PRCNCT,CL,CL_SV,"2024-06-18 09:22:18",414,356,1,36,21,353,295,1,36,21,349,4,461,108,112,190,47
37,TIMIŞ,"SEDIUL PRIMARIEI GHIZELA",413,GHIZELA,157193,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:46",471,378,2,67,24,390,297,2,67,24,381,9,462,71,129,237,15
