precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"ŞCOALA GENERALĂ",241,CRĂCĂOANI,122187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:57",250,242,0,7,1,152,144,0,7,1,147,5,306,154,16,80,32,16,1,2
29,NEAMŢ,"ŞCOALA GENERALĂ",239,CRĂCĂOANI,122187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:37",829,817,0,9,3,427,415,0,9,3,420,7,899,472,36,114,194,39,32,5
29,NEAMŢ,"ŞCOALA GENERALĂ",240,CRĂCĂOANI,122187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:02",578,561,0,10,7,364,347,0,10,7,359,5,600,236,19,166,99,56,13,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",237,CRĂCĂOANI,122187,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:20",847,843,0,2,2,493,489,0,2,2,468,25,899,406,52,160,158,53,17,28
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",238,CRĂCĂOANI,122187,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:17:37",927,921,0,3,3,494,488,0,3,3,465,29,1000,506,44,175,142,50,10,44
