precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÎVAN NICOLAE-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞUT VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","HANGAN TĂNASE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MUREŞENII BÎRGĂULUI",298,"TIHA BÂRGĂULUI",35090,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:18",1331,1321,1,6,3,698,689,0,6,3,686,12,1500,802,83,584,19
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ PIATRA FÎNTÎNELE",299,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:03:59",319,310,0,8,1,171,162,0,8,1,165,6,345,174,36,126,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TIHA BÎRGĂULUI",297,"TIHA BÂRGĂULUI",35090,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:25",1366,1348,2,5,11,701,685,0,5,11,683,18,1500,799,146,524,13
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",300,"TIHA BÂRGĂULUI",35090,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:19",566,558,0,8,0,237,229,0,8,0,223,14,600,363,97,121,5
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",301,"TIHA BÂRGĂULUI",35090,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:17",1632,1621,3,4,4,751,743,0,4,4,722,29,1800,1049,213,501,8
