precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OTLĂCAN CIPRIAN-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","FĂŞIE MARIAN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VUIN CRISTIAN-SILVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",310,MACEA,11398,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:49:00",1856,1813,19,8,16,907,880,3,8,16,891,16,2030,1123,684,94,113
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",313,MACEA,11398,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:22",1035,1028,0,7,0,346,339,0,7,0,313,33,1136,790,245,49,19
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",311,MACEA,11398,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:16:23",1884,1867,3,7,7,812,798,0,7,7,785,27,2080,1268,563,105,117
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",312,MACEA,11398,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:37",1166,1155,0,10,1,366,355,0,10,1,347,19,1280,914,238,76,33
