precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ACSINOIU CĂTĂLIN-IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GRIGORE VLAD-COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STAN GHIORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
4,BACĂU,"PRIMĂRIA BÎRSĂNEŞTI",255,BÂRSĂNEŞTI,21454,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:14",1395,1395,0,0,0,636,636,0,0,0,598,38,1500,864,260,306,32
4,BACĂU,"ŞCOALA GIMNAZIALĂ ALBELE",256,BÂRSĂNEŞTI,21454,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:19",538,535,3,0,0,219,216,3,0,0,209,10,600,381,97,98,14
4,BACĂU,"ŞCOALA GIMNAZIALĂ BRĂTEŞTI",257,BÂRSĂNEŞTI,21454,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:44",836,833,0,3,0,415,412,0,3,0,382,33,900,485,140,206,36
4,BACĂU,"ŞCOALA GIMNAZIALĂ CARACLĂU",258,BÂRSĂNEŞTI,21454,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:53",872,866,0,6,0,429,423,0,6,0,401,28,900,471,71,156,174
