precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
5,BIHOR,"CĂMIN CULTURAL CĂLUGĂRI",304,CĂRPINET,28193,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:07",382,351,5,8,18,267,241,0,8,18,259,8,399,132,185,61,5,8
5,BIHOR,"CĂMIN CULTURAL IZBUC",305,CĂRPINET,28193,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:08",401,370,9,7,15,304,282,0,7,15,294,10,424,120,193,43,5,53
5,BIHOR,"CĂMIN CULTURAL LEHECENI",306,CĂRPINET,28193,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:43",299,269,1,16,13,234,205,0,16,13,229,5,326,92,173,39,9,8
5,BIHOR,"CĂMINUL CULTURAL CĂRPINET",303,CĂRPINET,28193,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:58",416,400,2,5,9,289,275,0,5,9,277,12,472,183,200,41,3,33
