precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BUTIMANU",164,BUTIMANU,101564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:05:21",1498,1391,1,90,16,1172,1065,1,90,16,1154,18,1545,373,85,967,102
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ LUCIANCA",165,BUTIMANU,101564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:22",425,408,0,15,2,331,314,0,15,2,320,11,450,119,27,276,17
