precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL AGRIŞU DE SUS",264,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:33:44",125,121,0,4,0,89,85,0,4,0,83,6,150,61,37,1,27,4,2,11,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COASTA",266,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:21:08",157,147,0,8,2,96,86,0,8,2,95,1,179,83,23,2,20,10,17,3,20
6,BISTRIŢA-NĂSĂUD,"CONTAINERE MODULARE AMPLASATE ÎN CURTEA CĂMINULUI CULTURAL BRETEA",265,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:20",115,98,0,9,8,87,70,0,9,8,83,4,150,63,8,69,1,1,1,1,2
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU-ODORHEI",262,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:38",590,585,0,2,3,374,369,0,2,3,360,14,650,276,141,34,32,39,22,40,52
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIŞU DE JOS",263,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:01",286,280,0,6,0,177,171,0,6,0,170,7,300,123,59,8,81,3,7,5,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTUR-ŞIEU",267,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:54",379,372,2,4,1,246,241,0,4,1,239,7,400,154,60,6,31,17,107,11,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ŞIRIOARA",268,ŞIEU-ODORHEI,34770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:09",199,190,1,2,6,136,128,0,2,6,135,1,196,60,82,3,9,15,15,8,3
