precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","AFTER SCHOOL, MARTINESTI NR. 51",246,ODOREU,138280,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:14:39",1035,1022,4,8,1,567,557,1,8,1,563,4,1200,633,254,53,110,8,123,15
32,"SATU MARE","CĂMINUL CULTURAL ODOREU",242,ODOREU,138280,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:21:04",1558,1539,0,8,11,798,779,0,8,11,783,15,1650,852,456,24,150,20,108,25
32,"SATU MARE","CASA DE TIP FAMILIAL” IRIS”",245,ODOREU,138280,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:12",130,124,0,6,0,76,70,0,6,0,75,1,138,62,40,4,11,6,14,0
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",244,ODOREU,138280,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:54:47",1297,1280,0,4,13,718,701,0,4,13,700,18,1412,694,374,13,146,20,128,19
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",243,ODOREU,138280,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:06",1308,1295,3,0,10,738,727,1,0,10,716,22,1410,672,471,16,106,12,101,10
