precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
38,TULCEA,ŞCOALA,92,CASIMCEA,159963,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:34:49",36,27,0,9,0,30,21,0,9,0,30,0,40,10,9,19,2,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ",91,CASIMCEA,159963,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:10",1100,1057,0,17,26,662,619,0,17,26,633,29,1171,509,369,221,38,5
38,TULCEA,"ŞCOALA PRIMARĂ",93,CASIMCEA,159963,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:14",331,321,0,4,6,235,225,0,4,6,224,11,354,119,40,174,10,0
38,TULCEA,"ŞCOALA PRIMARĂ",95,CASIMCEA,159963,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:56",495,482,0,9,4,375,362,0,9,4,367,8,532,157,300,57,10,0
38,TULCEA,"ŞCOALA PRIMARĂ",94,CASIMCEA,159963,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:36",263,248,0,5,10,132,117,0,5,10,124,8,274,142,61,53,10,0
