precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DICU CĂTĂLIN-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TĂRĂBAN OANA-CRISTINA-UNIUNEA SALVAȚI ROMÂNIA-voturi","GHERGHE ADELA-PARTIDUL NAȚIONAL LIBERAL-voturi","SPĂTĂRELU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","VRETU MARIUS-ALIN-FORȚA DREPTEI-voturi","COSTEA ELENA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
17,DOLJ,"LICEUL TEHNOLOGIC ”ING. IONETE AURELIAN”",395,"MALU MARE",73068,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:56:57",1085,1027,0,51,7,670,612,0,51,7,607,63,820,150,62,20,377,102,41,5
17,DOLJ,"ȘCOALA GIMNAZIALĂ MALU MARE",396,"MALU MARE",73068,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:39:04",1545,1473,2,64,6,931,860,1,64,6,891,33,1600,636,83,32,499,209,63,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ MALU MARE-GRĂDINIȚA CU PROGRAM NORMAL PREAJBA",397,"MALU MARE",73068,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:15:31",1984,1920,3,58,3,1158,1097,0,58,3,1129,29,2200,1042,34,75,527,452,30,11
17,DOLJ,"ȘCOALA GIMNAZIALĂ MALU MARE-GRĂDINIȚA CU PROGRAM NORMAL PREAJBA",398,"MALU MARE",73068,2,PART,PRCNCT,P,P_SV,"2024-06-12 18:55:10",2173,2073,1,98,1,1289,1190,0,98,1,1282,7,2135,846,36,89,236,906,9,6
