precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VINTILĂ DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","MANOLE IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDREI IACOB-PARTIDUL NAȚIONAL LIBERAL-voturi"
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",292,DRĂGUŞENI,76175,2,PART,PRCNCT,P,P_SV,"2024-06-10 19:50:01",711,708,0,3,0,331,328,0,3,0,315,16,791,460,177,84,54
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",291,DRĂGUŞENI,76175,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:28:03",462,460,0,2,0,256,254,0,2,0,251,5,507,251,155,23,73
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",293,DRĂGUŞENI,76175,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:54:25",244,237,0,7,0,129,122,0,7,0,123,6,262,133,93,10,20
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",294,DRĂGUŞENI,76175,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:58:46",447,442,0,5,0,190,185,0,5,0,185,5,486,296,97,64,24
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",295,DRĂGUŞENI,76175,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:05",226,219,0,7,0,139,132,0,7,0,131,8,244,105,101,12,18
18,GALAŢI,"SCOALA GIMNAZIALA NR.1",290,DRĂGUŞENI,76175,3,PART,PRCNCT,P,P_SV,"2024-06-13 20:42:16",557,552,0,5,0,247,242,0,5,0,233,9,616,369,137,56,40
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",289,DRĂGUŞENI,76175,5,PART,PRCNCT,P,P_SV,"2024-06-10 19:20:54",1466,1454,1,8,3,711,700,0,8,3,683,28,1607,896,433,78,172
