precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂLCĂU IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BARNA CORNEL-TIBERIU-PARTIDUL SOCIAL DEMOCRAT-voturi","BREAZ FLAVIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","MORAR CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"CĂMIN CULTURAL CISTEI",317,MIHALŢ,5700,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:13",502,454,0,29,19,367,319,0,29,19,355,12,496,129,8,11,291,45
1,ALBA,"CĂMIN CULTURAL OBREJA",318,MIHALŢ,5700,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:21",450,421,0,15,14,288,259,0,15,14,283,5,460,172,9,43,217,14
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",316,MIHALŢ,5700,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:48:40",845,802,1,16,26,525,483,0,16,26,512,13,876,351,41,101,355,15
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",315,MIHALŢ,5700,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:24:22",1038,973,0,21,44,703,638,0,21,44,619,19,1070,432,67,102,439,11
