precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COCOŞ MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","STAN TRAIAN-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","GHEORGHICĂ CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","NICOLA ŞTEFAN-PARTIDUL S.O.S. ROMÂNIA-voturi","FLOREA IULIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
17,DOLJ,"ȘCOALA CLASELE I-IV ȚĂRȚĂL",509,TESLUI,74411,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:50",269,258,0,11,0,172,161,0,11,0,170,2,300,128,21,122,12,0,15
17,DOLJ,"ȘCOALA GENERALĂ CLASELE V-VIII PREAJBA DE PĂDURE",508,TESLUI,74411,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:09",581,576,0,5,0,397,392,0,5,0,377,20,600,203,18,338,16,2,3
17,DOLJ,"SCOALA GIMNAZIALA TESLUI",507,TESLUI,74411,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:41",423,416,0,7,0,229,222,0,7,0,207,22,445,216,67,114,17,4,5
17,DOLJ,"SCOALA VIISOARA MOSNENI",510,TESLUI,74411,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:39",427,419,0,8,0,266,258,0,8,0,247,19,500,234,69,147,27,2,2
