precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CODREA GHEORGHE-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BLEDEA IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŞTEFANCA TEODOR-PARTIDUL SOCIAL DEMOCRAT-voturi","BÂRSAN IONUŢ-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCANESCU”",241,BÂRSANA,107314,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:15",1447,1429,0,2,16,768,750,0,2,16,745,23,1600,832,304,2,417,22
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCĂNESCU”",242,BÂRSANA,107314,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:55",1173,1161,0,4,8,637,625,0,4,8,637,0,1280,643,214,4,402,17
26,MARAMUREŞ,"ȘCOALA „NĂNEȘTI”",244,BÂRSANA,107314,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:46",543,531,1,5,6,316,304,1,5,6,315,1,705,389,56,15,233,11
26,MARAMUREŞ,"ȘCOALA „VALEA MUNTELUI”",243,BÂRSANA,107314,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:48",639,629,1,7,2,372,363,0,7,2,345,25,558,188,119,1,212,13
