precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
39,VASLUI,"CENTRUL COMUNITAR INTEGRAT DIN LOCALITATEA SOLEȘTI",460,SOLEŞTI,165899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:11",932,926,0,2,4,458,452,0,2,4,437,21,1030,572,95,252,17,13,2,58
39,VASLUI,"FOSTA ŞCOALA CU CLASELE I-IV BOUȘORI",461,SOLEŞTI,165899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:31",193,181,0,5,7,103,91,0,5,7,100,3,205,102,31,61,0,2,0,6
39,VASLUI,"FOSTA ŞCOALA CU CLASELE I-IV VALEA SILIȘTEI",466,SOLEŞTI,165899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:07:41",220,212,0,8,0,127,119,0,8,0,121,6,231,104,54,56,2,1,1,7
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL IAZ",462,SOLEŞTI,165899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:35",312,307,0,4,1,177,172,0,4,1,163,12,336,159,39,94,2,4,0,24
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",463,SOLEŞTI,165899,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:05:45",333,326,0,6,1,178,171,0,6,1,164,14,354,176,24,109,7,7,3,14
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL ȘTIOBORĂNI",465,SOLEŞTI,165899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:09",309,294,0,9,6,157,142,0,9,6,146,11,327,170,86,39,5,1,1,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ ȘERBOTEȘTI",464,SOLEŞTI,165899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:32",596,593,0,3,0,282,279,0,3,0,262,20,646,364,45,153,18,10,1,35
